pageid,ns,title,images
50037252,0,Ramón Fonseca Mora,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Circle-icons-money.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/MapL.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Ramon_Fonseca.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
6950349,0,Daniel Fonseca,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Brescello_v_Juventus%2C_4_September_1997_-_Daniel_Fonseca_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Captain_sports.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Nuvola_Uruguayan_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Righthand.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Soccer.svg']"
842379,0,Diego Forlán,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Captain_sports.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Cristiano_Ronaldo_y_Diego_Forl%C3%A1n.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Diego_Forlan_against_Colombia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Diego_Forl%C3%A1n.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Diego_Forl%C3%A1n_-_Atl%C3%A9tico_de_Madrid.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Flag_of_England.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Paraguay_%281990%E2%80%932013%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Paraguay_%281990%E2%80%932013%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/State_flag_of_Venezuela_%281954%E2%80%932006%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Forlan_vs_ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Righthand.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Soccer.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/State_flag_of_Venezuela_%281954%E2%80%932006%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Su%C3%A1rez_Forlan_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/U10_Diego_Forl%C3%A1n_7524.jpg']"
7962578,0,Rocco Forte,
6173352,0,Eufemiano Fuentes,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Eufemiano_Fuentes_in_Fuerteventura_in_2000.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Eufemiano_Fuentes_in_Fuerteventura_in_2000.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Sport3_icone.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Star_of_life2.svg']"
5217739,0,Yoav Galant,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Herzliya_Conference_2016_3040.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Military_symbol.svg']"
7472459,0,Adriano Galliani,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Nuvola_Italy_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Save_the_Dream_-_Italian_Embassy_Welcoming_Lunch_%2831098292533%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Soccer.svg']"
25715987,0,Abasaheb Garware,
320917,0,David Geffen,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Circle-icons-filmreel.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Crystal_Clear_app_kguitar.png', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Crystal_Clear_app_kguitar.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Defaut_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Gay_Pride_Flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Gay_Pride_Flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/United_States_film_clapperboard.svg']"
33762742,0,Dan Gertler,
50137824,0,Nicola Di Girolamo,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/CoA_Riario_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Girolamo_Riario.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Leonardo_self.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Melozzo_da_Forl%C3%AC_001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/P_history.svg']"
11888608,0,Frank Giustra,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Circle-icons-check.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Defaut_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Canada.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Schlaegel_und_eisen-sign_of_mining.svg']"
7560175,0,Glencore,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Factory.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Glencore_logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Karte_Zentralschweiz_2021.png', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Oil_Barrel_graphic.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Schlaegel_und_eisen-sign_of_mining.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Tour_%C3%A0_plomb_M%C3%A9taleurop_oct_2001.jpg']"
50505592,0,Peter Goldstein,"['https://upload.wikimedia.org/wikipedia/commons/c/ca/Andrew_Garfield_Comic-Con_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Barack_Obama_with_Spider-Man.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Circle-icons-frames.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Comikaze_2014_-_Amazing_Spider-Man_%2815733465882%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Egyptian_Spider_Man.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Gen_Con_Indy_2008_-_costumes_171_1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Home_aranya.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Logo_Metropolitane_Italia.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Long-semi-protection-shackle-frwiki.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Nicholas_Hammond_Amazing_Spider-Man_1977.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Spider-Man_Cartoon_Logo.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Spider_Man_2099_Comic_Con.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Spiderman.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Spiderman_on_CCG2014_01%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Super-her%C3%B3is_da_Sala_de_Justi%C3%A7a_%283255051793%29%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Tobey_Maguire_2007_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Tom_Holland_by_Gage_Skidmore.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/WonderCon_2015_-_Spider-Man%2C_Gwen_Stecy%2C_and_Mary_Jane_%2817048763441%29.jpg']"
53554578,0,Gerardo González Valencia,
39912602,0,Ignacio González (politician),
54438639,0,Basil Goulandris,"['https://upload.wikimedia.org/wikipedia/commons/e/e5/Allawi7.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Ambox_currentevent.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Circle-icons-money.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Circle-icons-news.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Crystal_128_knode.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Canada.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Flag_of_Poland.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Flag_of_Puerto_Rico.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Russia.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Sweden.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Flag_of_the_Democratic_Republic_of_the_Congo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Flag_of_the_Republic_of_China.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Infographie_Panama_Papers_V2.png', 'https://upload.wikimedia.org/wikipedia/commons/0/09/J%C3%A9r%C3%B4me_Cahuzac_%282012%29_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Khalifa_Bin_Zayed_Al_Nahyan-CROPPED.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/MapL.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Michel_Platini_in_Wroclaw_by_Klearchos_Kapoutsis_tight_crop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Mossack_Fonseca_HQ.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Nokia_Lumia_1020_Front.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Panama_papers_sz_chat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Petro_Porochenko_par_Claude_Truong-Ngoc_juin_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Petro_Porochenko_par_Claude_Truong-Ngoc_juin_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Presidente_Macri_en_el_Sillon_de_Rivadavia_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/PrimeMinisterNawazSharif.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Salman_bin_Abdull_aziz_December_9%2C_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Sigmundur_Dav%C3%AD%C3%B0_Gunnlaugsson_%28cropped%29.jpg']"
44245973,0,Ronald Grierson,"['https://upload.wikimedia.org/wikipedia/commons/1/1d/Angus_Ogilvy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Coat_of_Arms_of_Sir_Angus_Ogilvy.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/French_heraldic_crowns_-_King.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Lock-gray-alt-2.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Nuvola_United_Kingdom_flag.svg']"
50044313,0,Néstor Grindetti,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Conferencia_de_prensa_Vidal_-_Santilli_-_Grindetti_%286924704677%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Nuvola_Argentine_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
20259534,0,Jean-Noël Guérini,"['https://upload.wikimedia.org/wikipedia/commons/0/0d/Blason_Marseille.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/H%C3%A9micycle_2_Palais_Bourbon_scropped_and_smaller.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Jean-Noel_Guerini-IMG_5675.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg']"
319938,0,Juan Luis Guerra,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Juan_Luis_Guerra.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Juanluisguerra1.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Luth%27ud_cor.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg']"
30334037,0,Stuart Gulliver,"['https://upload.wikimedia.org/wikipedia/commons/6/60/Circle-icons-money.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Nuvola_United_Kingdom_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Stuart_T._Gulliver_-_World_Economic_Forum_on_East_Asia_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/ThreeCoins.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/ThreeCoins.svg']"
21339930,0,Sigmundur Davíð Gunnlaugsson,"['https://upload.wikimedia.org/wikipedia/commons/9/90/Coat_of_arms_of_Iceland.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Sigmundur_Dav%C3%AD%C3%B0_Gunnlaugssonin_Oct%2C_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
20510186,0,Sadruddin Hashwani,
1102633,0,Gabriel Heinze,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Captain_sports.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Drenthe_y_Heinze_luchando_por_el_bal%C3%B3n.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Flag_of_England.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Gabriel_Heinze.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Gabriel_Heinze_5272.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Gabriel_Ivan_Heinze.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Maciej_Ma%C5%82kowski_Gabriel_Heinze.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Righthand.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Soccer.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Soccerball_shade.svg']"
