pageid,ns,title,images
614426,0,Flavio Briatore,"['https://upload.wikimedia.org/wikipedia/commons/f/f3/2008_Singapore_Grand_Prix_Renault_Nelson_Piquet_Jr_crash.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Checkered_flags-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/F1_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Piedmont.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Flavio_Briatore.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Flavio_Briatore_Chinese_GP_2008.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Signorina_in_viola.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Soccer.svg']"
67091575,0,Robert Brockman,
59082974,0,Roberto Campos Neto,
39048048,0,Horacio Cartes,"['https://upload.wikimedia.org/wikipedia/commons/7/70/Coat_of_arms_of_Paraguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Horacio_Cartes_con_banda.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Presidente_H._Cartes_firma.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
41382352,0,Aymeric Chauprade,"['https://upload.wikimedia.org/wikipedia/commons/2/28/Aymeric_Chauprade_PP_2018.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Eurocorps.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/H%C3%A9micycle_2_Palais_Bourbon_scropped_and_smaller.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/MapL.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Old_book_bindings.jpg']"
740626,0,Alfredo Cristiani,"['https://upload.wikimedia.org/wikipedia/commons/0/08/Alfredo_Cristiani.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
787936,0,John Dalli,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Coat_of_arms_of_Malta.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/John_Dalli_2011_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Nuvola_Maltese_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
8918937,0,Ángel Di María,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Captain_sports.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Di_Maria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Canada.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Flag_of_England.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Paraguay_%281990%E2%80%932013%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Paraguay_%281990%E2%80%932013%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Gold_medal_olympic.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/NIG-ARG_%285%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/PSG-Shakhter15_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Righthand.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Soccer.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/%C3%81ngel_Di_Mar%C3%ADa.jpg']"
37966185,0,Hassan Diab,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Circle-icons-computer.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Coat_of_arms_of_Lebanon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Coat_of_arms_of_Lebanon.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Hassan_Diab_PM_%28cropped_2%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
64687721,0,Jorge Arganis Díaz Leal,"['https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
10124535,0,Aco Đukanović,
498265,0,Milo Đukanović,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Coat_of_arms_of_Montenegro.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Coat_of_arms_of_Montenegro_%281992-2004%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Milo_djukanovic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Secretary_Kerry_Puts_the_Cap_Back_on_His_Pen_After_Signing_an_Accession_Protocol_to_Continue_Montenegro%27s_Admission_to_NATO_in_Brussels_%2827045333901%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
48561538,0,Jaime Durán Barba,
35984069,0,Konstantin Ernst,"['https://upload.wikimedia.org/wikipedia/commons/6/6c/2011-02-03_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D1%83%D1%82%D0%B8%D0%BD_%D1%81_%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BE%D0%BC_%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%B3%D0%BE_%D0%BA%D0%B0%D0%BD%D0%B0%D0%BB%D0%B0_%287%29.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Blank_television_set.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Broom_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Ernst_Medvedev.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Konstantin_Ernst_%2818-06-2019%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Matryoshka_transparent.png']"
392360,0,Francisco Flores Pérez,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/MCO_Order_of_Grimaldi_-_Grand_Cross_BAR.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/President_Francisco_Flores_El_Salvador1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Seal_of_the_President_of_El_Salvador.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
1723582,0,Guy Forget,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Decrease2.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Flag_of_Brazil_%281968%E2%80%931992%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Flag_of_Brazil_%281968%E2%80%931992%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Canada.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Flag_of_Monaco.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Flag_of_Paraguay_%281954-1988%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Flag_of_Poland.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Russia.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Yugoslavia_%281946-1992%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_South_Africa_%281928%E2%80%931994%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_South_Africa_%281928%E2%80%931994%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Sweden.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Yugoslavia_%281946-1992%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Flag_of_the_Bahamas.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_the_Soviet_Union.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Forget_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Increase2.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Location_map_Greater_Casablanca.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Logo_informations.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Tennis_pictogram.svg']"
2213967,0,David Furnish,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Crystal_Clear_app_kguitar.png', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Crystal_icons.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/EJAF_logo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Elton_John_%288183493581%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Elton_John_Bernie_Taupin_1971.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Elton_John_Cannes_2019.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Elton_John_Logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Elton_John_in_1980s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Elton_John_on_stage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Elton_John_signature.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Elton_john_rock_music_awards_1975.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Gay_Pride_Flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Gay_Pride_Flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Information_icon_with_gradient_background.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Legion_Honneur_Chevalier_ribbon.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Ordre_des_Arts_et_des_Lettres_Officier_ribbon.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/P_London_bus.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Record_symbol.svg']"
22254526,0,Rex Gatchalian,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Emblem-risk2.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg']"
162749,0,César Gaviria,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Bon_article.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/C%C3%A9sar_Gaviria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_New_Granada.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Flag_of_New_Granada_%281811-1814%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Flag_of_the_Gran_Colombia.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Presidential_Seal_of_Colombia.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
23070233,0,Jaime Gilinski Bacal,
30367091,0,Isaac Gilinski Sragowicz,
2396553,0,Pep Guardiola,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Camiseta-Guardiola-4.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Captain_sports.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Circle-icons-clipboard.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Catalonia.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Flag_of_England.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Pep_2017_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Pep_Guardiola%2C_2009_UEFA_Champions_League_Final.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Pep_Guardiola_2.1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Pep_Guardiola_Training_FC_Bayern_M%C3%BCnchen-5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Righthand.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Soccer.svg']"
58710684,0,Paulo Guedes,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Emblem-money.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Paulo_Guedes_%28cropped%29.jpg']"
56056556,0,Airlangga Hartarto,"['https://upload.wikimedia.org/wikipedia/commons/6/6f/Airlangga_Hartarto.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
55783045,0,Wopke Hoekstra,"['https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Nokia_Lumia_1020_Front.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Wopke_Hoekstra_2019_%28cropped%29.jpg']"
19554473,0,Julio Iglesias,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Crystal_Clear_app_package_network-vector.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Diamond_record_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Escportal.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/EuroEspa%C3%B1a.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Canada.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Flag_of_Monaco.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Yugoslavia_%281946-1992%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Flag_of_Spain_%281945%E2%80%931977%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Flag_of_Spain_%281945%E2%80%931977%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Yugoslavia_%281946-1992%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Gold_record_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/JulioIglesias-p1000035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Julio_Iglesias09.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Musical_notes.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Platinum_record_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Silver_record_icon.svg']"
5052197,0,Elton John,
575041,0,Uhuru Kenyatta,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Coat-of-arms-DETAILED-rgb.png', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Uhuru_Kenyatta.jpg']"
393754,0,Khalifa bin Salman Al Khalifa,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Circle-icons-profile.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Emblem_of_Bahrain.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Emblem_of_Bahrain.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Bahrain.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Khalifa_ibn_Salman_Al_Khalifa.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Nuvola_Bahraini_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
2476921,0,Pedro Pablo Kuczynski,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/Escudo_nacional_del_Per%C3%BA.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/New_disambig.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Pedro-Pablo-Kuczynski5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Pedro_Pablo_Kuczynski_%28cropped_2%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Pedro_Pablo_Kuczynski_2016_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Pedro_Pablo_Kuczynski_en_Tacna_%282017%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Pedro_Pablo_Kuczynski_signature.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Renuncia_de_Pedro_Pablo_Kuczynski.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Society.svg']"
1372968,0,Princess Lalla Hasna of Morocco,
