pageid,ns,title,categories
614426,0,Flavio Briatore,"['Catégorie:Article contenant un appel à traduction en anglais', 'Catégorie:Article contenant un lien mort', ""Catégorie:Article de Wikipédia avec notice d'autorité"", ""Catégorie:Article utilisant l'infobox Biographie2"", 'Catégorie:Article utilisant une Infobox', 'Catégorie:Article à référence insuffisante', 'Catégorie:Benetton Formula 1', 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', ""Catégorie:Directeur d'écurie de Formule 1"", 'Catégorie:Dirigeant du Queens Park Rangers FC', 'Catégorie:Dirigeant italien de football', 'Catégorie:Dirigeant italien du sport automobile', 'Catégorie:Naissance dans la province de Coni', 'Catégorie:Naissance en avril 1950', 'Catégorie:Page pointant vers des bases externes', 'Catégorie:Page pointant vers des bases relatives au sport', ""Catégorie:Page pointant vers des bases relatives à l'audiovisuel"", 'Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes', 'Catégorie:Page utilisant P1285', 'Catégorie:Page utilisant P1296', 'Catégorie:Page utilisant P2031', 'Catégorie:Page utilisant P26', 'Catégorie:Page utilisant P345', 'Catégorie:Page utilisant P40', 'Catégorie:Page utilisant P641', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Biographie/Articles liés/Entreprises', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:Football/Articles liés', 'Catégorie:Portail:Formule 1/Articles liés', 'Catégorie:Portail:Italie/Articles liés', 'Catégorie:Portail:Mode/Articles liés', 'Catégorie:Portail:Piémont/Articles liés', 'Catégorie:Portail:Sport/Articles liés', 'Catégorie:Portail:Sport automobile/Articles liés', 'Catégorie:Renault F1 Team', 'Catégorie:Wikipédia:Article biographique']"
67091575,0,Robert Brockman,
59082974,0,Roberto Campos Neto,
39048048,0,Horacio Cartes,"['Catégorie:Article contenant un appel à traduction en anglais', 'Catégorie:Article utilisant une Infobox', 'Catégorie:Naissance en juillet 1956', 'Catégorie:Naissance à Asuncion', 'Catégorie:Personnalité du monde des affaires', 'Catégorie:Personnalité politique paraguayenne', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Amérique/Articles liés', 'Catégorie:Portail:Amérique du Sud/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Entreprises', 'Catégorie:Portail:Paraguay/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Président du Paraguay', 'Catégorie:Wikipédia:Article biographique']"
41382352,0,Aymeric Chauprade,"['Catégorie:Action française', 'Catégorie:Article contenant un appel à traduction en anglais', ""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article utilisant une Infobox', 'Catégorie:Article à référence nécessaire', 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', ""Catégorie:Docteur de l'université Paris-Descartes"", 'Catégorie:Député européen du groupe Europe des nations et des libertés', 'Catégorie:Député européen membre du Rassemblement national', 'Catégorie:Député européen non-inscrit 2014-2019', 'Catégorie:Député européen élu en France 2014-2019', 'Catégorie:Essayiste français du XXIe siècle', 'Catégorie:Essayiste français du XXe siècle', 'Catégorie:Géopoliticien français', 'Catégorie:Lauréat du prix Renaissance des lettres', 'Catégorie:Naissance en janvier 1969', 'Catégorie:Naissance à La Ferté-Bernard', 'Catégorie:Page pointant vers des bases externes', 'Catégorie:Page pointant vers des bases relatives à la recherche', 'Catégorie:Page pointant vers des bases relatives à la vie publique', 'Catégorie:Page utilisant P1186', 'Catégorie:Page utilisant P4369', 'Catégorie:Page utilisant P4703', 'Catégorie:Page utilisant P856', 'Catégorie:Page utilisant un sommaire limité', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Politologue français', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Biographie/Articles liés/Sciences', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:France/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Portail:Politique française/Articles liés', 'Catégorie:Portail:Relations internationales/Articles liés', 'Catégorie:Portail:Union européenne/Articles liés', 'Catégorie:Portail:Économie/Articles liés', 'Catégorie:Portail:Édition/Articles liés', ""Catégorie:Professeur à l'université Paris I Panthéon-Sorbonne"", 'Catégorie:Théorie du complot sur les attentats du 11 septembre 2001', 'Catégorie:Wikipédia:Article biographique', ""Catégorie:Élève de l'Institut d'études politiques de Paris""]"
740626,0,Alfredo Cristiani,"['Catégorie:Article utilisant une Infobox', 'Catégorie:Naissance en novembre 1947', 'Catégorie:Naissance à San Salvador', ""Catégorie:Personnalité de l'Alliance républicaine nationaliste"", 'Catégorie:Personnalité politique salvadorienne', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Amérique/Articles liés', 'Catégorie:Portail:Amérique centrale/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Portail:Salvador/Articles liés', 'Catégorie:Président du Salvador', 'Catégorie:Wikipédia:Article biographique', ""Catégorie:Étudiant de l'université de Georgetown""]"
787936,0,John Dalli,"[""Catégorie:Article utilisant l'infobox Biographie2"", 'Catégorie:Article utilisant une Infobox', 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', 'Catégorie:Commissaire européen maltais', 'Catégorie:Commissaire européen à la Santé', 'Catégorie:Commission Barroso II', 'Catégorie:Ministre de Malte', 'Catégorie:Naissance en octobre 1948', 'Catégorie:Naissance à Malte', 'Catégorie:Page utilisant P102', 'Catégorie:Page utilisant P106', 'Catégorie:Page utilisant P18', 'Catégorie:Page utilisant P19', 'Catégorie:Page utilisant P27', 'Catégorie:Page utilisant P39', 'Catégorie:Page utilisant P569', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:Malte/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Portail:Union européenne/Articles liés', 'Catégorie:Wikipédia:Article biographique', 'Catégorie:Wikipédia:ébauche personnalité politique maltaise']"
8918937,0,Ángel Di María,"['Catégorie:Article utilisant une Infobox', 'Catégorie:Article à référence nécessaire', 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', 'Catégorie:Champion olympique argentin', 'Catégorie:Champion olympique de football', 'Catégorie:Double nationalité', ""Catégorie:Footballeur aux Jeux olympiques d'été de 2008"", 'Catégorie:Footballeur international argentin', 'Catégorie:Footballeur italien', 'Catégorie:Footballeur italo-argentin', 'Catégorie:Image locale différente de celle de Wikidata', 'Catégorie:Joueur du Benfica Lisbonne', 'Catégorie:Joueur du Paris Saint-Germain', 'Catégorie:Joueur du Real Madrid', 'Catégorie:Joueur du Rosario Central', 'Catégorie:Naissance en février 1988', 'Catégorie:Naissance à Rosario', 'Catégorie:Page pointant vers des bases externes', 'Catégorie:Page pointant vers des bases relatives au sport', 'Catégorie:Page utilisant P1285', 'Catégorie:Page utilisant P2020', 'Catégorie:Page utilisant P2193', 'Catégorie:Page utilisant P2276', 'Catégorie:Page utilisant P2369', 'Catégorie:Page utilisant P2446', 'Catégorie:Page utilisant P2574', 'Catégorie:Page utilisant P3046', 'Catégorie:Page utilisant P3047', 'Catégorie:Page utilisant P3427', 'Catégorie:Page utilisant P3537', 'Catégorie:Page utilisant P3655', 'Catégorie:Page utilisant P3663', 'Catégorie:Page utilisant P3665', 'Catégorie:Page utilisant P3681', 'Catégorie:Page utilisant P5740', 'Catégorie:Page utilisant P5750', 'Catégorie:Page utilisant P5815', 'Catégorie:Page utilisant P6188', 'Catégorie:Page utilisant P6615', 'Catégorie:Page utilisant P8021', 'Catégorie:Page utilisant P8286', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Amérique/Articles liés', 'Catégorie:Portail:Amérique du Sud/Articles liés', 'Catégorie:Portail:Argentine/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Sport', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:Football/Articles liés', 'Catégorie:Portail:Italie/Articles liés', 'Catégorie:Portail:Sport/Articles liés', 'Catégorie:Vainqueur de la Copa América', ""Catégorie:Vainqueur de la Ligue des champions de l'UEFA"", 'Catégorie:Wikipédia:Article biographique']"
37966185,0,Hassan Diab,"[""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article utilisant une Infobox', 'Catégorie:Ingénieur libanais', ""Catégorie:Ministre libanais de l'Éducation"", 'Catégorie:Naissance en janvier 1959', 'Catégorie:Naissance à Beyrouth', 'Catégorie:Page utilisant le modèle Bases vie publique inactif', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Asie/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Entreprises', 'Catégorie:Portail:Biographie/Articles liés/Sciences', 'Catégorie:Portail:Informatique/Articles liés', 'Catégorie:Portail:Liban/Articles liés', 'Catégorie:Portail:Monde arabe/Articles liés', 'Catégorie:Portail:Moyen-Orient/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Portail:Sciences/Articles liés', 'Catégorie:Portail:Technologies/Articles liés', 'Catégorie:Premier ministre du Liban', ""Catégorie:Professeur à l'université américaine de Beyrouth"", 'Catégorie:Wikipédia:Article biographique', ""Catégorie:Étudiant de l'université de Bath"", ""Catégorie:Étudiant de l'université de Leeds Beckett"", ""Catégorie:Étudiant de l'université de Surrey""]"
64687721,0,Jorge Arganis Díaz Leal,"['Catégorie:Article utilisant une Infobox', 'Catégorie:Article à illustrer Personnalité politique', 'Catégorie:Page utilisant le modèle Autorité inactif', 'Catégorie:Page utilisant le modèle Bases recherche inactif', 'Catégorie:Personnalité du Mouvement de régénération nationale', 'Catégorie:Personnalité politique mexicaine', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Amérique/Articles liés', 'Catégorie:Portail:Amérique du Nord/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Biographie/Articles liés/Sciences', 'Catégorie:Portail:Mexique/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Secrétaire des Communications et des Transports du Mexique', 'Catégorie:Wikipédia:Article biographique', ""Catégorie:Étudiant de l'université nationale autonome du Mexique""]"
10124535,0,Aco Đukanović,
498265,0,Milo Đukanović,"['Catégorie:Article contenant un appel à traduction en anglais', ""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article manquant de références/Liste complète', 'Catégorie:Article manquant de références depuis mai 2017', 'Catégorie:Article utilisant une Infobox', 'Catégorie:Article à référence nécessaire', 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', ""Catégorie:Chef d'État du Monténégro"", 'Catégorie:Naissance en février 1962', 'Catégorie:Naissance à Nikšić', 'Catégorie:Personne citée dans le scandale des Panama Papers', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:Monténégro/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Premier ministre du Monténégro', 'Catégorie:Wikipédia:Article biographique', ""Catégorie:Étudiant de l'université du Monténégro""]"
48561538,0,Jaime Durán Barba,
35984069,0,Konstantin Ernst,"['Catégorie:Article avec une section anecdotique', ""Catégorie:Article de Wikipédia avec notice d'autorité"", ""Catégorie:Article utilisant l'infobox Biographie2"", 'Catégorie:Article utilisant une Infobox', 'Catégorie:Infobox avec une légende locale et une image sur wikidata', 'Catégorie:Naissance en RSFS de Russie', 'Catégorie:Naissance en février 1961', 'Catégorie:Naissance à Moscou', 'Catégorie:Page utilisant P101', 'Catégorie:Page utilisant P106', 'Catégorie:Page utilisant P166', 'Catégorie:Page utilisant P18', 'Catégorie:Page utilisant P19', 'Catégorie:Page utilisant P27', 'Catégorie:Page utilisant P569', 'Catégorie:Page utilisant P69', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Asie/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Culture et arts', 'Catégorie:Portail:Culture russe/Articles liés', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:Médias/Articles liés', 'Catégorie:Portail:Russie/Articles liés', 'Catégorie:Portail:Société/Articles liés', 'Catégorie:Portail:Télévision/Articles liés', 'Catégorie:Producteur russe de cinéma', 'Catégorie:Wikipédia:Article biographique']"
392360,0,Francisco Flores Pérez,"['Catégorie:Article avec une section vide ou incomplète', ""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article utilisant une Infobox', 'Catégorie:Catégorie Commons avec lien local différent sur Wikidata', 'Catégorie:Décès en janvier 2016', 'Catégorie:Décès à 56 ans', 'Catégorie:Décès à San Salvador', ""Catégorie:Grand-croix de l'ordre de Grimaldi"", ""Catégorie:Mort d'une hémorragie cérébrale"", 'Catégorie:Naissance au Salvador', 'Catégorie:Naissance en octobre 1959', ""Catégorie:Personnalité de l'Alliance républicaine nationaliste"", 'Catégorie:Personnalité politique condamnée pour détournement de fonds', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Amérique/Articles liés', 'Catégorie:Portail:Amérique centrale/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Portail:Salvador/Articles liés', 'Catégorie:Président du Salvador', 'Catégorie:Wikipédia:Article biographique', 'Catégorie:Wikipédia:ébauche personnalité politique', ""Catégorie:Étudiant de l'université Harvard"", ""Catégorie:Étudiant de l'université de Hartford"", 'Catégorie:Étudiant du Amherst College']"
1723582,0,Guy Forget,"[""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article utilisant une Infobox', ""Catégorie:Capitaine français d'équipe de Coupe Davis"", ""Catégorie:Capitaine français d'équipe de Fed Cup"", 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', 'Catégorie:Champion de tennis titré aux Masters', 'Catégorie:Consultant sportif', 'Catégorie:Image locale correspondant à celle de Wikidata', ""Catégorie:Joueur de tennis aux Jeux olympiques d'été de 1984"", ""Catégorie:Joueur de tennis aux Jeux olympiques d'été de 1988"", ""Catégorie:Joueur de tennis aux Jeux olympiques d'été de 1992"", 'Catégorie:Joueur de tennis champion du monde junior', 'Catégorie:Joueur de tennis gaucher', 'Catégorie:Joueur de tennis membre du top 10', 'Catégorie:Joueur de tennis titré en Masters Series', 'Catégorie:Joueur de tennis victorieux en Coupe Davis', 'Catégorie:Joueur de tennis victorieux en World Team Cup', 'Catégorie:Joueur français de tennis', 'Catégorie:Naissance en janvier 1965', 'Catégorie:Naissance à Casablanca', 'Catégorie:Page pointant vers des bases externes', 'Catégorie:Page pointant vers des bases relatives au sport', 'Catégorie:Page utilisant P1285', 'Catégorie:Page utilisant P2641', 'Catégorie:Page utilisant P4503', 'Catégorie:Page utilisant P536', 'Catégorie:Page utilisant P5815', 'Catégorie:Page utilisant P8286', 'Catégorie:Page utilisant P8618', 'Catégorie:Personnalité pied-noire', 'Catégorie:Portail:Afrique/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Sport', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:France/Articles liés', 'Catégorie:Portail:Grand Casablanca/Articles liés', 'Catégorie:Portail:Maroc/Articles liés', 'Catégorie:Portail:Sport/Articles liés', 'Catégorie:Portail:Sports de raquette/Articles liés', 'Catégorie:Portail:Tennis/Articles liés', 'Catégorie:Wikipédia:Article biographique', 'Catégorie:Élève du lycée Périer']"
2213967,0,David Furnish,"['Catégorie:Admis au Songwriters Hall of Fame', 'Catégorie:Article contenant un appel à traduction en anglais', ""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article manquant de références/Liste complète', 'Catégorie:Article manquant de références depuis mai 2017', 'Catégorie:Article utilisant une Infobox', 'Catégorie:Article à référence nécessaire', 'Catégorie:Artiste anobli', ""Catégorie:Artiste d'Hansa Records"", ""Catégorie:Artiste d'Island Records"", 'Catégorie:Artiste de Geffen Records', 'Catégorie:Artiste de MCA Records', 'Catégorie:Artiste de Mercury Records', 'Catégorie:Auteur-compositeur-interprète anglais', 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', 'Catégorie:Chanteur des années 1960', 'Catégorie:Chanteur des années 1970', 'Catégorie:Chanteur des années 1980', 'Catégorie:Chanteur des années 1990', 'Catégorie:Chanteur des années 2000', 'Catégorie:Chanteur des années 2010', ""Catégorie:Chevalier de la Légion d'honneur"", ""Catégorie:Commandeur de l'ordre de l'Empire britannique"", 'Catégorie:Compositeur Disney', 'Catégorie:Docteur honoris causa', 'Catégorie:Elton John', 'Catégorie:Hollywood Walk of Fame', 'Catégorie:Knight Bachelor', ""Catégorie:Lauréat d'un Ivor Novello Award"", 'Catégorie:Lauréat du Grammy Award', 'Catégorie:Membre du Rock and Roll Hall of Fame', 'Catégorie:Naissance en mars 1947', 'Catégorie:Naissance à Harrow (borough londonien)', 'Catégorie:Nom de scène', 'Catégorie:Officier des Arts et des Lettres', 'Catégorie:Page pointant vers des bases externes', 'Catégorie:Page pointant vers des bases relatives au spectacle', 'Catégorie:Page pointant vers des bases relatives aux beaux-arts', ""Catégorie:Page pointant vers des bases relatives à l'audiovisuel"", 'Catégorie:Page pointant vers des bases relatives à la littérature', 'Catégorie:Page pointant vers des bases relatives à la musique', 'Catégorie:Page pointant vers des bases relatives à la vie publique', 'Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes', 'Catégorie:Page utilisant P1220', 'Catégorie:Page utilisant P1233', 'Catégorie:Page utilisant P1266', 'Catégorie:Page utilisant P1284', 'Catégorie:Page utilisant P1286', 'Catégorie:Page utilisant P1296', 'Catégorie:Page utilisant P1417', 'Catégorie:Page utilisant P1711', 'Catégorie:Page utilisant P1728', 'Catégorie:Page utilisant P1816', 'Catégorie:Page utilisant P1953', 'Catégorie:Page utilisant P1977', 'Catégorie:Page utilisant P2019', 'Catégorie:Page utilisant P2174', 'Catégorie:Page utilisant P2267', 'Catégorie:Page utilisant P2510', 'Catégorie:Page utilisant P3017', 'Catégorie:Page utilisant P3040', 'Catégorie:Page utilisant P3162', 'Catégorie:Page utilisant P3192', 'Catégorie:Page utilisant P3219', 'Catégorie:Page utilisant P3222', 'Catégorie:Page utilisant P3435', 'Catégorie:Page utilisant P345', 'Catégorie:Page utilisant P3478', 'Catégorie:Page utilisant P4104', 'Catégorie:Page utilisant P4208', 'Catégorie:Page utilisant P434', 'Catégorie:Page utilisant P4342', 'Catégorie:Page utilisant P4757', 'Catégorie:Page utilisant P5019', 'Catégorie:Page utilisant P5121', 'Catégorie:Page utilisant P5287', 'Catégorie:Page utilisant P5357', 'Catégorie:Page utilisant P5404', 'Catégorie:Page utilisant P5882', 'Catégorie:Page utilisant P5917', 'Catégorie:Page utilisant P6058', 'Catégorie:Page utilisant P6150', 'Catégorie:Page utilisant P7666', 'Catégorie:Page utilisant P7902', 'Catégorie:Page utilisant P8349', 'Catégorie:Page utilisant une présentation en colonnes avec un nombre fixe de colonnes', 'Catégorie:Parolier ayant remporté un Oscar de la meilleure chanson originale', ""Catégorie:Personnalité anoblie sous le règne d'Élisabeth II"", 'Catégorie:Personnalité ayant fait son coming out', 'Catégorie:Personnalité engagée dans la lutte contre le sida au Royaume-Uni', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Pianiste de rock', 'Catégorie:Portail:Angleterre/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Culture et arts', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Collections/Articles liés', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:LGBT/Articles liés', 'Catégorie:Portail:Loisirs et divertissements/Articles liés', 'Catégorie:Portail:Londres/Articles liés', 'Catégorie:Portail:Musique/Articles liés', 'Catégorie:Portail:Records/Articles liés', 'Catégorie:Portail:Rock/Articles liés', 'Catégorie:Portail:Royaume-Uni/Articles liés', 'Catégorie:Wikipédia:Article biographique']"
22254526,0,Rex Gatchalian,"['Catégorie:2015 aux Philippines', 'Catégorie:Article manquant de références/Liste complète', 'Catégorie:Article manquant de références depuis février 2017', 'Catégorie:Article à référence nécessaire', 'Catégorie:Catastrophe en 2015', 'Catégorie:Incendie aux Philippines', 'Catégorie:Mai 2015', 'Catégorie:Portail:Asie/Articles liés', 'Catégorie:Portail:Philippines/Articles liés', 'Catégorie:Portail:Risques majeurs/Articles liés', 'Catégorie:Projet:Asie du Sud-Est/Articles liés']"
162749,0,César Gaviria,"[""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article utilisant une Infobox', 'Catégorie:Catégorie Commons avec lien local identique sur Wikidata', 'Catégorie:Membre du club de Rome', 'Catégorie:Naissance en mars 1947', 'Catégorie:Naissance à Pereira', 'Catégorie:Personnalité du Parti libéral colombien', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Amérique/Articles liés', 'Catégorie:Portail:Amérique du Sud/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Biographie/Articles liés/Sciences', 'Catégorie:Portail:Colombie/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Président de la République de Colombie', ""Catégorie:Secrétaire général de l'Organisation des États américains"", 'Catégorie:Wikipédia:Article biographique']"
23070233,0,Jaime Gilinski Bacal,
30367091,0,Isaac Gilinski Sragowicz,
2396553,0,Pep Guardiola,"['Catégorie:Article avec section à délister', 'Catégorie:Article avec une section vide ou incomplète', ""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article de qualité en hébreu', 'Catégorie:Article de qualité en néerlandais', 'Catégorie:Article utilisant une Infobox', 'Catégorie:Article à délister', 'Catégorie:Article à référence nécessaire', 'Catégorie:Capitaine du FC Barcelone', 'Catégorie:Catégorie Commons avec lien local différent sur Wikidata', 'Catégorie:Champion olympique espagnol', ""Catégorie:Entraîneur champion d'Allemagne de football"", ""Catégorie:Entraîneur champion d'Espagne de football"", 'Catégorie:Entraîneur du Bayern Munich', 'Catégorie:Entraîneur du FC Barcelone', 'Catégorie:Entraîneur du FC Barcelone B', 'Catégorie:Entraîneur du Manchester City FC', 'Catégorie:Entraîneur espagnol de football', ""Catégorie:Entraîneur vainqueur de la Ligue des champions de l'UEFA"", ""Catégorie:Footballeur aux Jeux olympiques d'été de 1992"", 'Catégorie:Footballeur international espagnol', 'Catégorie:Image locale correspondant à celle de Wikidata', ""Catégorie:Joueur de l'AS Rome"", ""Catégorie:Joueur de l'Al-Ahli Doha"", 'Catégorie:Joueur des Dorados de Sinaloa', 'Catégorie:Joueur du Brescia Calcio', 'Catégorie:Joueur du FC Barcelone', 'Catégorie:Joueur du FC Barcelone B', 'Catégorie:Naissance dans la province de Barcelone', 'Catégorie:Naissance en janvier 1971', 'Catégorie:Page pointant vers des bases externes', 'Catégorie:Page pointant vers des bases relatives au sport', ""Catégorie:Page pointant vers des bases relatives à l'audiovisuel"", 'Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes', 'Catégorie:Page utilisant P1285', 'Catégorie:Page utilisant P1296', 'Catégorie:Page utilisant P2020', 'Catégorie:Page utilisant P2195', 'Catégorie:Page utilisant P2276', 'Catégorie:Page utilisant P2446', 'Catégorie:Page utilisant P2447', 'Catégorie:Page utilisant P2574', 'Catégorie:Page utilisant P3047', 'Catégorie:Page utilisant P3222', 'Catégorie:Page utilisant P345', 'Catégorie:Page utilisant P3537', 'Catégorie:Page utilisant P3655', 'Catégorie:Page utilisant P3665', 'Catégorie:Page utilisant P3726', 'Catégorie:Page utilisant P4342', 'Catégorie:Page utilisant P5019', 'Catégorie:Page utilisant P5740', 'Catégorie:Page utilisant P5750', 'Catégorie:Page utilisant P6188', 'Catégorie:Page utilisant P6316', 'Catégorie:Page utilisant P7360', 'Catégorie:Page utilisant P8286', 'Catégorie:Personnalité catalane', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Biographie/Articles liés/Sport', 'Catégorie:Portail:Catalogne/Articles liés', 'Catégorie:Portail:Espagne/Articles liés', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:Football/Articles liés', 'Catégorie:Portail:Pays catalans/Articles liés', 'Catégorie:Portail:Sport/Articles liés', 'Catégorie:Sportif catalan', 'Catégorie:Wikipédia:Article biographique']"
58710684,0,Paulo Guedes,"['Catégorie:Article contenant un appel à traduction en portugais', ""Catégorie:Article de Wikipédia avec notice d'autorité"", 'Catégorie:Article utilisant une Infobox', ""Catégorie:Docteur en économie de l'université de Chicago"", 'Catégorie:Ministre brésilien des Finances', 'Catégorie:Naissance en août 1949', 'Catégorie:Naissance à Rio de Janeiro', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Amérique/Articles liés', 'Catégorie:Portail:Amérique du Sud/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Culture et arts', 'Catégorie:Portail:Biographie/Articles liés/Sciences', 'Catégorie:Portail:Brésil/Articles liés', 'Catégorie:Portail:Lusophonie/Articles liés', 'Catégorie:Portail:Économie/Articles liés', ""Catégorie:Professeur à l'université pontificale catholique de Rio de Janeiro"", 'Catégorie:Wikipédia:Article biographique', 'Catégorie:Économiste brésilien']"
56056556,0,Airlangga Hartarto,"['Catégorie:Article contenant un appel à traduction en indonésien', 'Catégorie:Article utilisant une Infobox', ""Catégorie:Ministre indonésien de l'Industrie"", 'Catégorie:Naissance en octobre 1962', 'Catégorie:Naissance à Surabaja', 'Catégorie:Personnalité indonésienne du monde des affaires', 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Asie/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Entreprises', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Indonésie/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Projet:Asie du Sud-Est/Articles liés', 'Catégorie:Président du Golkar', 'Catégorie:Wikipédia:Article biographique', ""Catégorie:Étudiant de l'université Gadjah Mada"", ""Catégorie:Étudiant de l'université Monash"", ""Catégorie:Étudiant de l'université de Melbourne"", ""Catégorie:Étudiant de l'université de Pennsylvanie""]"
55783045,0,Wopke Hoekstra,"['Catégorie:Article utilisant une Infobox', 'Catégorie:Membre de la Première Chambre des États généraux', 'Catégorie:Ministre néerlandais des Finances', 'Catégorie:Naissance en septembre 1975', 'Catégorie:Naissance à Ede', ""Catégorie:Personnalité de l'Appel chrétien-démocrate"", 'Catégorie:Personne citée dans le scandale des Pandora Papers', 'Catégorie:Portail:Années 2010/Articles liés', 'Catégorie:Portail:Biographie/Articles liés/Culture et arts', 'Catégorie:Portail:Biographie/Articles liés/Droit', 'Catégorie:Portail:Biographie/Articles liés/Politique', 'Catégorie:Portail:Europe/Articles liés', 'Catégorie:Portail:Pays-Bas/Articles liés', 'Catégorie:Portail:Politique/Articles liés', 'Catégorie:Portail:XXIe siècle/Articles liés', 'Catégorie:Portail:Époque contemporaine/Articles liés', 'Catégorie:Remontrant', 'Catégorie:Wikipédia:Article biographique', ""Catégorie:Étudiant de l'université de Leyde""]"
