pageid,ns,title,references
50037252,0,Ramón Fonseca Mora,"['http://www.ramonfonsecamora.com/', 'http://www.tvn-2.com/nacionales/Vinculan-Mossack-Fonseca-escandalo-fiscal-corrupcion-panama-brasil-odebrecht_0_4452304792.html', 'http://www.panamaamerica.com.pa/nacion/ministro-consejero-fonseca-mora-se-va-de-licencia-1017483', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P102', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P108', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P27', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P551', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P569', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P69', 'https://www.wikidata.org/wiki/Q6099627?uselang=fr#P856']"
6950349,0,Daniel Fonseca,"['http://www.juworld.net/giocatori-scheda.asp?idgiocatore=661', 'http://www.juworld.net/storia-soprannomi-dei-giocatori.asp', 'https://www.bdfa.com.ar/jugador.asp?codigo=76613', 'https://fbref.com/fr/joueurs/edc7f72a/', 'https://www.national-football-teams.com/player/12628.html', 'https://www.soccerbase.com/players/player.sd?player_id=12681', 'https://fr.soccerway.com/players/daniel-caris-fonseca/107025', 'https://www.footballdatabase.eu/fr/joueur/details/14552', 'https://www.mondefootball.fr/fiche_du_joueur/daniel-fonseca', 'https://www.transfermarkt.fr/transfermarkt/profil/spieler/151825', 'https://offshoreleaks.icij.org/nodes/12107172', 'https://www.wikidata.org/wiki/Q462842?uselang=fr#identifiers']"
842379,0,Diego Forlán,"['http://www.clubatleticodemadrid.com/Web/gestion/Jugadores/FichaTecnica1.php?jug=834&equ=200&previo=1', 'http://www.diegoforlan.com/', 'http://fr.fifa.com/worldfootball/clubfootball/news/newsid=1661258.html?cid=rssfeed&att=', 'http://www.foot01.com/equipe/lille/lille-ne-croisera-pas-diego-forlan-en-c1,76686', 'http://www.marca.com/2015/03/12/futbol/futbol_internacional/resto_de_america/1426144344.html?a=GI75a53dd685b6792cea4c33f728cb696dd&t=1426183380', 'http://www.mediotiempo.com', 'http://www.mediotiempo.com/futbol/internacional/noticias/2008/06/17/cronica-uruguay-6-0-peru', 'http://www.topmercato.com/36232,1/diego-forlan-nouveau-goleador-des-nerazzurri-officiel.html', 'http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX5022299', 'http://www.footballdatabase.eu/', 'http://www.opl.fr/sports/foot/33668-copa-america-l-uruguayen-forlan-sur-les-traces-de-son-grand-pere-et-son-pere.html', 'http://id.loc.gov/authorities/no2012154120', 'http://id.ndl.go.jp/auth/ndlna/001179728', 'http://www.footmercato.net/atletico-diego-forlan-revient-sur-l-episode-nancy_57556', 'http://www.footmercato.net/flash-mercato/et-revoila-diego-forlan_206290', 'http://www.footmercato.net/flash-mercato/officiel-et-revoila-diego-forlan_217515', 'http://www.footmercato.net/ligue1/transferts/le-top-3-des-joueurs-qui-ont-failli-signer-a-nancy_56893', 'http://isni.org/isni/0000000118171973', 'http://viaf.org/viaf/169160155', 'http://www.worldcat.org/identities/lccn-no2012-154120', 'https://www.bdfa.com.ar/jugador.asp?codigo=335', 'https://resultados.as.com/resultados/ficha/deportista/forlan/4776', 'https://www.bdfutbol.com/en/index.html', 'https://www.bdfutbol.com/en/p/p.php?id=23964', 'https://www.bdfutbol.com/en/p/p.php?id=24736', 'https://espndeportes.espn.com/futbol/copa-mundial/blog?nombre=Sudafreaka_2010&entryID=1059182', 'https://fbref.com/fr/joueurs/d87d0dfc/', 'https://fr.fifa.com', 'https://fr.fifa.com/worldcup/matches/round=258419/match=300180922/index.html#nosticky', 'https://www.goal.com/fr/news/penarol-diego-forlan-vire-apres-11-matches/1nymhon13k3pr1ruhlbhftdvpa', 'https://issuu.com/enb17/docs/2011car/2', 'https://www.national-football-teams.com/player/7025.html', 'https://www.soccerbase.com/players/player.sd?player_id=29892', 'https://fr.soccerway.com/players/diego-martin-forlan-corazo/3110', 'https://www.munzinger.de/search/go/document.jsp?id=01000007747', 'https://www.footballdatabase.eu/fr/joueur/details/359', 'https://www.lequipe.fr/Football/Actualites/Diego-forlan-quitte-le-cerezo-osaka/565064', 'https://www.lequipe.fr/Football/Actualites/Forlan-au-cerezo-osaka/434377', 'https://www.lequipe.fr/Football/FootballFicheJoueur16022.html', 'https://www.mondefootball.fr/fiche_du_joueur/diego-forlan', 'https://www.transfermarkt.fr/spielbericht/index/spielbericht/81145', 'https://www.transfermarkt.fr/transfermarkt/profil/spieler/3408', 'https://data.j-league.or.jp/SFIX04/?player_id=12077', 'https://web.archive.org/web/20090606162424/http://www.uefa.com/competitions/intertotocup/news/kind=1/newsid=556914.html', 'https://www.wikidata.org/wiki/Q261534?uselang=fr#P856', 'https://www.wikidata.org/wiki/Q261534?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Category:Diego_Forl%C3%A1n?uselang=fr', 'https://www.worldcat.org/identities/lccn-no2012154120']"
7962578,0,Rocco Forte,
6173352,0,Eufemiano Fuentes,"['http://www.cyclisme-dopage.com/breves/breves-1992-05-13-lexpress.htm', 'https://www.velonews.com/news/puerto-scandals-fuentes-appears-in-leaked-panama-papers/', 'https://www.wikidata.org/wiki/Q525061?uselang=fr#P101', 'https://www.wikidata.org/wiki/Q525061?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q525061?uselang=fr#P1477', 'https://www.wikidata.org/wiki/Q525061?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q525061?uselang=fr#P27', 'https://www.wikidata.org/wiki/Q525061?uselang=fr#P569', 'https://www.wikidata.org/wiki/Q525061?uselang=fr#P69']"
5217739,0,Yoav Galant,"['http://www.haaretz.com/news/national/cabinet-votes-galant-in-as-next-idf-chief-of-staff-1.312330', 'http://www.ynetnews.com/articles/0,7340,L-3941460,00.html', 'http://catalogue.bnf.fr/ark:/12148/cb16584617v', 'http://data.bnf.fr/ark:/12148/cb16584617v', 'http://id.loc.gov/authorities/no2011101061', 'http://uli.nli.org.il/F/?func=direct&doc_number=001400839&local_base=nlx10', 'http://isni.org/isni/0000000123448965', 'http://viaf.org/viaf/173249302', 'http://www.worldcat.org/identities/lccn-no2011-101061', 'https://www.haaretz.com/israel-news/israeli-diamond-tycoons-listed-in-leaked-panama-papers-1.5428075', 'https://www.wikidata.org/wiki/Q723506?uselang=fr#identifiers', 'https://www.worldcat.org/identities/lccn-no2011101061']"
7472459,0,Adriano Galliani,"['http://sport.france3.fr/football/italie/22974274-fr.php', 'http://www.senato.it/loc/link.asp?tipodoc=sattsen&leg=18&id=32637', 'https://www.ilgiorno.it/milano/politica/elezioni-galliani-1.3769613', 'https://espresso.repubblica.it/archivio/2016/04/14/news/panama-papers-adriano-galliani-amministratore-milan-1.260098/', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P102', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P140', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P166', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P27', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P551', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P569', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#P641', 'https://www.wikidata.org/wiki/Q264086?uselang=fr#identifiers']"
25715987,0,Abasaheb Garware,
320917,0,David Geffen,"['http://www.journaldunet.com/patrimoine/art-de-vivre/milliardaires-collectionneurs-d-art.shtml', 'http://aut.nkp.cz/xx0049240', 'http://id.loc.gov/authorities/no92031355', 'http://d-nb.info/gnd/120547481', 'http://data.bibliotheken.nl/id/thes/p07358617X', 'http://isni.org/isni/0000000084419909', 'http://viaf.org/viaf/36486386', 'http://www.worldcat.org/identities/lccn-no92-031355', 'http://mak.bn.org.pl/cgi-bin/KHW/makwww.exe?BM=01&IM=05&TX=&NU=01&WI=A27020903', 'https://www.britannica.com/biography/David-Geffen', 'https://www.forbes.com/profile/david-geffen/', 'https://dealbook.nytimes.com/2014/10/30/praise-for-coming-out-from-someone-who-did/', 'https://www.out.com/out-exclusives/power-50/2007/04/03/power-50', 'https://www.munzinger.de/search/go/document.jsp?id=00000020265', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P101', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P166', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P1830', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P27', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P551', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P569', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#P69', 'https://www.wikidata.org/wiki/Q115055?uselang=fr#identifiers', 'https://www.worldcat.org/identities/lccn-no92031355']"
33762742,0,Dan Gertler,
50137824,0,Nicola Di Girolamo,"['http://www.deutsche-biographie.de/121709507.html', 'http://id.loc.gov/authorities/n00008280', 'http://d-nb.info/gnd/121709507', 'http://www.treccani.it/enciclopedia/girolamo-riario', 'http://www.treccani.it/enciclopedia/girolamo-riario_(Dizionario_Biografico)', 'http://isni.org/isni/0000000022471592', 'http://viaf.org/viaf/18085909', 'http://www.worldcat.org/identities/lccn-n00-008280', 'https://books.google.fr/books?id=RucOAAAAQAAJ&pg=PA272&dq=girolamo+riario&lr=&as_brr=1&as_pt=ALLTYPES#PPA335,M1', 'https://books.google.fr/books?id=SAcZAAAAYAAJ&pg=PA851&dq=%22girolamo+riario%22&lr=&num=30&as_brr=1&as_pt=ALLTYPES,Vita', 'https://books.google.fr/books?id=XfoFAAAAQAAJ&pg=PA84&dq=%22girolamo+riario%22&lr=&num=30&as_brr=1&as_pt=ALLTYPES#PRA1-PA63,M1', 'https://archive.org/stream/romanceofmediciw00hare/romanceofmediciw00hare_djvu.txt', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P1038', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P119', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P20', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P26', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P3373', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P40', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P53', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P569', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#P570', 'https://www.wikidata.org/wiki/Q60127?uselang=fr#identifiers', 'https://www.worldcat.org/identities/lccn-n00008280']"
11888608,0,Frank Giustra,"['https://books.google.fr/books?id=4obXDQAAQBAJ&pg=PT320&dq=Frank+Giustra&hl=fr&sa=X#v=onepage&q=Frank%20Giustra&f=false', 'https://www.lesechos.fr/2016/04/panama-papers-plusieurs-donateurs-des-epoux-clinton-impliques-205892', 'https://www.wikidata.org/wiki/Q5486867?uselang=fr#P106', 'https://www.wikidata.org/wiki/Q5486867?uselang=fr#P19', 'https://www.wikidata.org/wiki/Q5486867?uselang=fr#P26', 'https://www.wikidata.org/wiki/Q5486867?uselang=fr#P27', 'https://www.wikidata.org/wiki/Q5486867?uselang=fr#P551', 'https://www.wikidata.org/wiki/Q5486867?uselang=fr#P569', 'https://www.wikidata.org/wiki/Q5486867?uselang=fr#P69']"
7560175,0,Glencore,"['http://fr.bluewin.ch/infos/index.php/economie/i/20061009:brf031', 'http://www.lecourrier.ch/137969/les_communautes_du_charbon_exigent_que_glencore_tienne_ses_promesses', 'http://www.rts.ch/info/suisse/3924500-glencore-le-geant-minier-suisse-lie-au-travail-des-enfants-en-rdc.html', 'http://www.tsr.ch/tsr/index.html?siteSect=370501&sid=6802947&cKey=1151066337000', 'http://www.abfreview.com/wp-content/uploads/2010/01/Russia-Profile-Smelting-the-Last-Champion.pdf', 'http://www.aljazeera.com/', 'http://www.aljazeera.com/indepth/features/2011/05/20115723149852120.html', 'http://www.bolpress.com/art.php?Cod=2007020923', 'http://www.glencore.com', 'http://www.glencore.com/agriculture.php', 'http://www.glencore.com/documents/ENRC_Announcement_EN.pdf', 'http://www.glencore.com/documents/Kazzinc_commissions_copper.pdf', 'http://www.glencore.com/katanga-mining.php', 'http://www.glencore.com/oil.php', 'http://mobile.leconomiste.com/article/883484-une-cotation-record-pour-le-suisse-glencore', 'http://www.lesinrocks.com/2017/11/09/actualite/qui-est-derriere-glencore-le-geant-minier-au-coeur-des-paradise-papers-111006160/', 'http://www.londonstockexchange.com/exchange/prices-and-markets/stocks/prices-search/stock-prices-search.html?nameCode=GLEN', 'http://www.rusal.com/press/mass_media/dj/', 'http://www.lavoixdunord.fr/Locales/Lens/actualite/Autour_de_Lens/Henin_et_Alentours/2011/04/11/article_de-malfidano-a-metaleurop-nord-le-recit.shtml', 'http://www.lefigaro.fr/flash-eco/2011/05/19/97002-20110519FILWWW00673-glencorebourse-debuts-mitiges.php', 'http://www.lefigaro.fr/flash-eco/2016/10/20/97002-20161020FILWWW00121-glencore-vend-ses-activites-australiennes.php', 'http://www.lefigaro.fr/societes/2011/05/04/04015-20110504ARTFIG00666-glencore-valorise-a-40milliards-d-euros.php', 'http://www.lexpress.fr/actualites/1/economie/matieres-premieres-le-geant-suisse-glencore-fixe-le-prix-de-ses-actions-en-bourse_989055.html', 'http://www.koniambonickel.nc/', 'http://english.aljazeera.net/programmes/countingthecost/2011/05/20115299504775782.html', 'http://www.bastamag.net/article1352.html', 'http://www.ipsnews.net/2011/05/trade-glencore-profiteering-from-hunger-and-chaos/Inter', 'http://asso-sherpa.org/sherpa-content/docs/newsroom/Communiques_de_presse/Dossier%20presse%20Mopani%20VF.pdf', 'http://www.icij.org/investigations/paradise-papers/switzerland-opens-criminal-probe-into-glencore/', 'http://www.wto.ru/ru/content/documents/docs/wto_alumin.pdf', 'http://www.russiaintelligence', 'http://www.guardian.co.uk/business/2011/may/19/rise-of-glencore-commodities-company', 'http://www.thisismoney.co.uk/money/news/article-2064379/CITY-FOCUS-The-face-Glencore-mining-investors-see.html', 'http://www.thetakeoverpanel.org.uk/', 'https://www.rts.ch/info/suisse/11415767-le-ministere-public-ouvre-une-enquete-contre-le-geant-minier-glencore.html', 'https://www.tagesanzeiger.ch/bundesanwaltschaft-ermittelt-gegen-glencore-693548967557', 'https://www.bloomberg.com/news/2014-02-17/world-s-10-biggest-refined-copper-producers-in-2013-table-.html', 'https://www.bloomberg.com/news/2014-08-26/london-metal-exchange-wins-dismissal-from-antitrust-suit.html', 'https://www.jeuneafrique.com/1108652/economie/pourquoi-la-zambie-nationalise-les-mines-de-cuivre-de-glencore/', 'https://www.reuters.com/article/2011/09/19/minara-glencore-idUSL5E7KJ1F420110919', 'https://www.reuters.com/article/2015/02/11/us-glencore-restructuring-idUSKBN0LF0QA20150211', 'https://www.reuters.com/article/us-glencore-agriculture-cppib-idUSKCN0X30KK', 'https://www.reuters.com/article/us-glencore-australia-copper-idUSKCN10Y2FS', 'https://www.reuters.com/article/us-glencore-congo-idUSKBN15S1Y4', 'https://www.theguardian.com/business/2011/apr/14/glencore-london-market-flotation', 'https://www.theguardian.com/business/2014/jun/26/glencore-male-board-patrice-merrin-woman', 'https://www.theguardian.com/business/2014/may/15/new-glencore-chief-tony-hayward-opposed', 'https://www.theguardian.com/business/2014/may/19/glencorexstrata-faces-questions-drc-deals-dan-gertler', 'https://www.theguardian.com/business/2014/may/20/vince-cable-blasts-glencore-xstrata-women-board-tony-hayward', 'https://www.zonebourse.com/GLENCORE-8017494/societe/', 'https://www.welt.de/wirtschaft/article160206134/Das-ist-der-Masterplan-hinter-Putins-Doppel-Coup.html', 'https://books.google.fr/books?id=NHYBTh4qrSoC&printsec=frontcover&hl=fr#v=onepage&q&f=false', 'https://www.lefigaro.fr/flash-eco/glencore-va-vendre-sa-participation-dans-ses-mines-de-cuivre-en-zambie-20210119', 'https://www.lefigaro.fr/flash-eco/la-justice-suisse-ouvre-une-enquete-penale-sur-les-activites-de-glencore-en-rdc-20200619', 'https://www.lemonde.fr/economie/article/2013/05/02/glencore-xstrata-naissance-d-un-geant_3169431_3234.html', 'https://www.lemonde.fr/paradise-papers/article/2017/11/07/les-107-societes-offshore-du-geant-minier-glencore_5211600_5209585.html', 'https://www.monde-diplomatique.fr/2012/11/WARDE/48375', 'https://lccn.loc.gov/2009016926', 'https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sym=0805&sc_lang=en', 'https://web.archive.org/web/20131103042339/http://www.liberationafrique.org/IMG/pdf/GLENCORE_DANS_KCC.pdf', 'https://web.archive.org/web/20180806140701/http://www.abfreview.com/wp-content/uploads/2010/01/Russia-Profile-Smelting-the-Last-Champion.pdf', 'https://www.wikidata.org/wiki/Q169339?uselang=fr#P127', 'https://www.wikidata.org/wiki/Q699735?uselang=fr#P31', 'https://www.worldcat.org/issn/1950-6244&lang=fr', 'https://www.telegraph.co.uk/finance/commodities/8451991/Glencores-share-of-global-commodity-markets.html']"
50505592,0,Peter Goldstein,"['http://bdzoom.com/50263/comic-books/a-l%E2%80%99occasion-des-50-ans-du-personnage-l%E2%80%99origine-de-spider-man-1ere-partie/', 'http://bdzoom.com/50451/comic-books/les-debuts-de-spider-man-a-marvel-2e-partie//', 'http://www.bedetheque.com/BD-Amazing-Spider-Man-The-TPB-INTHC-Election-day-Obama-cover-110231.html', 'http://blogzarro.com/2007/05/20-greatest-spider-man-villains/', 'http://comicbookdb.com/character.php?ID=389', 'http://www.comicsvf.com/us/124.php', 'http://www.comicsvf.com/us/4.php', 'http://uk.comics.ign.com/articles/684/684904p5.html', 'http://www.lecavalierbleu.com/livre/anatomie-comparee-especes-imaginaires/', 'http://www.marvel-world.com/encyclopedie-2-fiche-spider-man-parker.html', 'http://www.marvel-world.com/encyclopedie-212-fiche-costumes-de-spider-man-les-equipements.html', 'http://www.marvel-world.com/encyclopedie-88-fiche-spider-man-biographie.html', 'http://www.marvel.com/characters/Spider-Man_(Peter_Parker)', 'http://www.allocine.fr/article/fichearticle_gen_carticle=18643823.html', 'http://www.comicsblog.fr/26311-une_Featurette_pour_le_final_dultimate_SpiderMan', 'http://www.europe1.fr/international/obama-pris-dans-la-toile-de-spiderman-1354759', 'http://www.geekculture.fr/ultimate-comics-all-new-spiderman-1-actualites', 'http://www.geekculture.fr/ultimate-spiderman-160-breves', 'http://www.lefigaro.fr/bd/2012/12/28/03014-20121228ARTFIG00348-peter-parker-meurt-dans-le-nouveau-comic-spider-man.php', 'http://www.symbiote.fr/amazing-spiderman-01v1b.php', 'http://www.treccani.it/enciclopedia/spider-man', 'http://www.trictrac.net/jeu-de-societe/spider-man/infos', 'http://www.comics.org/series/1570/', 'http://dx.doi.org/10.1111%2Fj.0022-3840.1976.1001_232.x', 'http://dx.doi.org/10.1111%2Fj.0022-3840.1983.1702_67.x', 'http://dx.doi.org/10.1111%2Fjpcu.12082', 'http://www.pnas.org/lookup/doi/10.1073/pnas.1519459113', 'http://www.spiderfan.org/fans/topten/2003/0901.html', 'https://www.amazon.com/SPIDERMAN-Printing-BACKGROUND-EVERYWHERE-Spider-man/dp/B001PQIYGU', 'https://www.britannica.com/topic/Spider-Man-comic-book-character', 'https://books.google.com/books?id=TCv0LyEnzsUC&pg=PA65#PPA66,M1', 'https://uk.ign.com/articles/2007/05/03/spider-man-on-tv?page=2', 'https://www.marvel-world.com/encyclopedie-2052-fiche-sinistre-syndicat-le-equipes.html', 'https://mcfarlandbooks.com/product/web-spinning-heroics/', 'https://screenrant.com/spider-man-homecoming-trilogy-high-school/', 'https://www.usatoday.com/life/books/news/2008-01-09-spider-man-marriage_N.htm', 'https://www.youtube.com/watch?v=1IcsW3ftreY', 'https://www.allocine.fr/article/fichearticle_gen_carticle=18698174.html', 'https://books.google.fr/books?id=-fHWDgAAQBAJ&pg=PT140&dq=peter+parker+spectacular+spider-man+#9&hl=en&sa=X&ved=2ahUKEwitw5fV8JzrAhVNzoUKHQXBBDMQ6AEwAHoECAQQAg#v=onepage&q=peter%20parker%20spectacular%20spider-man%20#9&f=false', 'https://www.huffingtonpost.fr/2012/12/20/photo-barack-obama-joue-spider-man-bureau-ovale-insolite_n_2335420.html', 'https://latentationculturelle.fr/2019/07/08/spider-man-far-from-home-laraignee-sympa-du-quartier-part-en-road-trip/', 'https://www.lci.fr/cinema/spider-man-mais-pourquoi-andrew-garfield-a-t-il-ete-vire-de-la-saga-2064430.html', 'https://hal.sorbonne-universite.fr/hal-03009645', 'https://www.comics.org/series/2188/', 'https://dx.doi.org/10.1111/j.0022-3840.1976.1001_232.x', 'https://www.wikidata.org/wiki/Q79037?uselang=fr#identifiers', 'https://commons.wikimedia.org/wiki/Spiderman?uselang=fr', 'https://en.wikipedia.org/wiki/Spider-Man?action=history', 'https://en.wikipedia.org/wiki/Spider-Man?oldid=443992246']"
53554578,0,Gerardo González Valencia,
39912602,0,Ignacio González (politician),
